ID,Length,Rank,Belief
3,6500,11,0.005351
3,7000,12,0.005339
3,7500,8,0.005259
3,8000,9,0.004890
3,8500,7,0.004977
3,9000,5,0.004947
3,9500,18,0.005142
3,10000,25,0.005150
3,10500,28,0.005383
3,11000,29,0.005614
3,11500,14,0.005544
3,12000,14,0.005553
3,12500,16,0.005504
3,13000,17,0.005444
3,13500,17,0.005444
3,14000,18,0.005425
3,14500,21,0.005387
3,15000,23,0.005498
3,15500,27,0.005537
3,16000,38,0.005523
3,16500,33,0.005453
3,17000,31,0.005341
3,17500,28,0.005377
3,18000,22,0.005433
3,18500,23,0.005476
3,19000,24,0.005524
3,19500,30,0.005573
3,20000,32,0.005536
3,20500,39,0.005474
3,21000,45,0.005519
3,21500,46,0.005515
3,22000,44,0.005621
3,22500,31,0.005712
3,23000,23,0.005775
3,23500,21,0.005801
3,24000,21,0.005796
3,24500,27,0.005835
3,25000,29,0.005799
3,25500,24,0.005799
3,26000,22,0.005758
3,26500,22,0.005780
3,27000,22,0.005775
3,27500,23,0.005820
3,28000,28,0.005951
3,28500,36,0.006079
3,29000,36,0.006073
3,29500,39,0.006198
3,30000,41,0.006328
3,30500,44,0.006290
3,31000,30,0.006265
3,31500,31,0.006193
3,32000,36,0.006212
3,32500,38,0.006231
3,33000,39,0.006229
3,33500,40,0.006208
3,34000,37,0.006192
3,34500,37,0.006152
3,35000,31,0.006143
3,35500,23,0.006128
3,36000,31,0.006075
3,36500,33,0.006111
3,37000,27,0.006113
3,37500,26,0.006177
3,38000,29,0.006202
3,38500,29,0.006199
3,39000,29,0.006194
3,39500,28,0.006171
3,40000,29,0.006139
3,40500,32,0.006139
3,41000,27,0.006095
3,41500,26,0.006194
3,42000,25,0.006294
3,42500,21,0.006266
3,43000,19,0.006241
3,43500,19,0.006212
3,44000,14,0.006250
3,44500,13,0.006210
3,45000,13,0.006233
3,45500,12,0.006307
3,46000,12,0.006314
3,46500,13,0.006312
3,47000,16,0.006266
4,0,89,0.010176
4,500,83,0.010359
4,1000,29,0.009642
4,1500,19,0.008963
4,2000,11,0.009228
4,2500,11,0.009260
4,3000,11,0.009756
4,3500,11,0.009353
4,4000,11,0.009718
4,4500,10,0.010295
4,5000,9,0.010746
4,5500,9,0.011281
4,6000,8,0.011635
4,6500,8,0.011854
4,7000,8,0.011935
4,7500,7,0.011656
4,8000,7,0.011665
4,8500,7,0.011653
4,9000,7,0.011459
4,9500,7,0.011443
4,10000,7,0.011682
4,10500,9,0.011960
4,11000,9,0.012032
4,11500,9,0.012070
4,12000,9,0.011997
4,12500,10,0.012315
4,13000,10,0.012461
4,13500,10,0.012679
4,14000,10,0.012786
4,14500,10,0.012866
4,15000,10,0.013058
4,15500,13,0.013117
4,16000,10,0.012998
4,16500,11,0.012941
4,17000,11,0.012853
4,17500,11,0.012881
4,18000,10,0.012817
4,18500,9,0.012914
4,19000,11,0.013120
4,19500,12,0.013167
4,20000,13,0.013041
4,20500,13,0.013064
4,21000,13,0.013007
4,21500,13,0.013042
4,22000,12,0.013213
4,22500,12,0.013204
4,23000,12,0.013051
4,23500,14,0.013117
4,24000,14,0.013034
4,24500,14,0.012951
4,25000,12,0.012867
4,25500,11,0.012785
4,26000,11,0.012744
4,26500,9,0.012731
4,27000,9,0.012817
4,27500,9,0.012849
4,28000,9,0.012938
4,28500,9,0.012964
4,29000,9,0.012887
4,29500,11,0.013049
5,0,56,0.010286
5,500,56,0.010185
5,1000,38,0.009232
5,1500,27,0.009275
5,2000,26,0.009637
5,2500,26,0.009678
5,3000,26,0.010695
5,3500,25,0.010181
5,4000,24,0.010337
5,4500,23,0.009852
5,5000,23,0.009860
5,5500,22,0.009839
5,6000,22,0.010035
5,6500,21,0.010138
5,7000,21,0.010143
5,7500,21,0.009890
5,8000,21,0.009965
5,8500,21,0.010480
5,9000,20,0.010596
5,9500,20,0.010589
5,10000,19,0.010450
5,10500,19,0.010577
5,11000,19,0.010481
5,11500,18,0.010479
5,12000,18,0.010321
5,12500,13,0.010173
5,13000,13,0.010072
5,13500,11,0.010014
5,14000,11,0.009873
5,14500,11,0.009654
5,15000,11,0.009627
5,15500,11,0.009602
5,16000,10,0.009827
5,16500,10,0.010260
5,17000,10,0.010154
5,17500,10,0.010265
5,18000,10,0.010200
5,18500,9,0.010099
5,19000,9,0.010064
5,19500,9,0.010040
5,20000,8,0.009927
5,20500,8,0.009874
5,21000,8,0.010058
5,21500,8,0.010015
5,22000,9,0.010359
5,22500,10,0.010471
5,23000,11,0.010573
5,23500,10,0.010492
5,24000,11,0.010603
5,24500,11,0.010641
5,25000,11,0.010754
5,25500,10,0.010668
5,26000,11,0.010760
5,26500,11,0.010855
5,27000,9,0.010784
5,27500,11,0.010750
5,28000,11,0.010708
5,28500,9,0.010628
5,29000,10,0.010612
5,29500,9,0.010592
5,30000,8,0.010529
5,30500,7,0.010509
5,31000,9,0.010460
5,31500,8,0.010387
5,32000,8,0.010373
5,32500,8,0.010459
5,33000,8,0.010439
5,33500,9,0.010643
5,34000,10,0.010828
5,34500,9,0.010810
5,35000,8,0.010768
5,35500,8,0.010858
5,36000,7,0.010803
5,36500,7,0.010880
5,37000,7,0.010940
5,37500,7,0.011024
5,38000,6,0.010978
5,38500,6,0.011053
5,39000,6,0.010977
5,39500,6,0.011004
5,40000,6,0.010893
5,40500,6,0.010783
5,41000,6,0.010733
5,41500,6,0.010698
5,42000,6,0.010609
5,42500,6,0.010583
5,43000,6,0.010493
5,43500,6,0.010393
5,44000,6,0.010367
5,44500,6,0.010263
5,45000,6,0.010182
5,45500,6,0.010080
6,0,20,0.004888
6,500,14,0.005283
6,1000,10,0.005046
6,1500,7,0.004884
6,2000,4,0.005118
6,2500,4,0.005299
6,3000,5,0.005349
6,3500,5,0.005482
6,4000,4,0.005441
6,4500,5,0.005475
6,5000,9,0.005340
6,5500,12,0.005368
6,6000,8,0.005515
6,6500,5,0.005406
6,7000,12,0.005370
6,7500,15,0.005341
6,8000,8,0.005456
6,8500,5,0.005550
6,9000,5,0.005490
6,9500,5,0.005641
6,10000,4,0.005515
6,10500,4,0.005499
6,11000,3,0.005600
6,11500,4,0.005800
6,12000,5,0.005823
6,12500,3,0.005759
6,13000,4,0.005700
6,13500,2,0.005665
6,14000,2,0.005811
6,14500,2,0.005753
6,15000,2,0.005789
6,15500,2,0.005860
6,16000,2,0.005757
7,0,20,0.004255
7,500,17,0.004381
7,1000,13,0.004536
7,1500,13,0.004570
7,2000,10,0.004606
7,2500,10,0.004697
7,3000,6,0.004831
7,3500,5,0.005003
7,4000,6,0.005156
7,4500,4,0.004977
7,5000,3,0.004926
7,5500,2,0.005008
7,6000,2,0.005136
7,6500,2,0.005265
7,7000,2,0.005260
7,7500,2,0.005186
7,8000,2,0.005184
7,8500,2,0.005178
7,9000,3,0.005247
7,9500,3,0.005295
7,10000,3,0.005266
7,10500,3,0.005262
7,11000,3,0.005278
7,11500,4,0.005390
7,12000,6,0.005499
7,12500,3,0.005595
7,13000,3,0.005592
7,13500,3,0.005590
7,14000,3,0.005611
7,14500,3,0.005601
7,15000,3,0.005600
7,15500,3,0.005579
7,16000,3,0.005579
7,16500,3,0.005674
7,17000,3,0.005653
7,17500,3,0.005614
7,18000,3,0.005599
7,18500,3,0.005576
7,19000,3,0.005577
7,19500,3,0.005585
7,20000,3,0.005609
7,20500,3,0.005558
7,21000,3,0.005553
7,21500,3,0.005544
8,0,31,0.004776
8,500,23,0.004923
8,1000,17,0.005074
8,1500,15,0.005302
8,2000,12,0.004939
8,2500,13,0.004896
8,3000,9,0.005162
8,3500,12,0.005350
8,4000,17,0.005405
8,4500,15,0.005298
8,5000,14,0.005228
8,5500,13,0.005258
8,6000,14,0.005616
8,6500,11,0.006276
8,7000,11,0.006312
8,7500,13,0.006410
8,8000,13,0.006394
8,8500,12,0.006353
8,9000,12,0.006293
8,9500,12,0.006199
8,10000,12,0.006162
8,10500,11,0.005914
8,11000,11,0.005911
8,11500,11,0.006006
8,12000,11,0.006335
8,12500,9,0.006188
8,13000,9,0.006181
8,13500,9,0.006178
8,14000,9,0.006188
8,14500,9,0.006243
8,15000,9,0.006162
8,15500,9,0.006102
8,16000,9,0.006044
8,16500,9,0.005987
8,17000,9,0.005985
8,17500,9,0.005973
8,18000,9,0.005952
8,18500,9,0.005918
8,19000,9,0.005853
8,19500,9,0.005808
8,20000,9,0.005798
8,20500,9,0.005711
8,21000,9,0.005677
8,21500,9,0.005674
8,22000,9,0.005645
8,22500,9,0.005582
8,23000,9,0.005579
8,23500,9,0.005575
8,24000,9,0.005562
8,24500,9,0.005559
8,25000,9,0.005546
8,25500,9,0.005543
8,26000,8,0.005662
8,26500,8,0.005721
8,27000,7,0.005734
8,27500,7,0.005594
8,28000,7,0.005611
8,28500,7,0.005622
8,29000,9,0.005581
8,29500,9,0.005555
8,30000,9,0.005559
8,30500,8,0.005589
8,31000,7,0.005629
8,31500,7,0.005621
9,0,16,0.004426
9,500,13,0.004492
9,1000,34,0.004576
9,1500,108,0.004812
9,2000,134,0.005287
9,2500,106,0.005213
9,3000,88,0.005149
9,3500,62,0.005080
9,4000,60,0.004865
9,4500,45,0.004954
9,5000,44,0.004948
9,5500,8,0.004923
9,6000,3,0.004918
9,6500,1,0.005088
9,7000,2,0.005105
9,7500,3,0.005078
9,8000,6,0.005218
9,8500,7,0.005372
9,9000,4,0.005346
9,9500,3,0.005395
9,10000,1,0.005361
9,10500,1,0.005489
9,11000,0,0.005725
9,11500,0,0.005762
9,12000,0,0.005802
9,12500,0,0.005769
9,13000,0,0.005856
9,13500,0,0.005785
9,14000,0,0.005803
9,14500,0,0.005823
9,15000,0,0.005875
9,15500,0,0.005981
9,16000,0,0.006004
9,16500,0,0.006061
9,17000,0,0.005994
9,17500,0,0.005965
9,18000,0,0.005945
9,18500,1,0.005968
9,19000,1,0.005928
9,19500,1,0.005933
10,0,9,0.004493
10,500,8,0.004534
10,1000,4,0.004605
10,1500,94,0.004747
10,2000,110,0.005112
10,2500,95,0.005150
10,3000,47,0.005027
10,3500,46,0.005098
10,4000,43,0.005175
10,4500,65,0.005314
10,5000,72,0.005217
10,5500,78,0.005178
10,6000,25,0.005203
10,6500,12,0.005210
10,7000,11,0.005289
10,7500,9,0.005308
10,8000,4,0.005357
10,8500,3,0.005418
10,9000,5,0.005525
10,9500,1,0.005656
10,10000,1,0.005653
10,10500,1,0.005682
10,11000,1,0.005748
10,11500,0,0.006009
10,12000,0,0.006151
10,12500,0,0.006259
10,13000,0,0.006384
10,13500,0,0.006469
10,14000,0,0.006544
10,14500,0,0.006654
10,15000,0,0.006763
10,15500,0,0.006764
10,16000,0,0.006856
11,0,8,0.004377
11,500,7,0.004419
11,1000,6,0.004636
11,1500,5,0.004796
11,2000,1,0.004961
11,2500,1,0.005277
11,3000,2,0.005471
11,3500,0,0.005557
11,4000,0,0.005584
11,4500,0,0.005472
11,5000,0,0.005578
11,5500,0,0.005622
11,6000,0,0.005656
11,6500,0,0.005608
11,7000,0,0.005597
11,7500,0,0.005670
11,8000,0,0.005867
11,8500,0,0.005883
11,9000,0,0.005818
12,0,10,0.005088
12,500,8,0.005170
12,1000,8,0.005326
12,1500,7,0.005580
12,2000,7,0.005503
12,2500,7,0.005684
12,3000,7,0.005866
12,3500,7,0.005945
12,4000,6,0.006118
12,4500,5,0.006038
12,5000,6,0.005990
12,5500,6,0.005983
12,6000,6,0.006035
12,6500,6,0.006211
12,7000,3,0.006112
12,7500,3,0.006175
12,8000,3,0.006286
12,8500,3,0.006359
12,9000,2,0.006426
12,9500,2,0.006457
12,10000,2,0.006517
12,10500,2,0.006516
12,11000,2,0.006516
12,11500,2,0.006512
12,12000,3,0.006488
12,12500,3,0.006453
12,13000,4,0.006524
12,13500,4,0.006588
12,14000,4,0.006554
12,14500,4,0.006650
12,15000,4,0.006657
12,15500,4,0.006600
12,16000,4,0.006597
12,16500,4,0.006584
12,17000,4,0.006636
12,17500,4,0.006633
12,18000,4,0.006630
12,18500,4,0.006600
12,19000,4,0.006599
12,19500,3,0.006668
12,20000,3,0.006667
12,20500,3,0.006667
12,21000,4,0.006667
12,21500,4,0.006653
12,22000,4,0.006612
12,22500,4,0.006584
12,23000,4,0.006672
12,23500,4,0.006603
12,24000,4,0.006577
13,0,18,0.004483
13,500,4,0.005539
13,1000,0,0.005858
13,1500,5,0.005451
13,2000,7,0.005417
13,2500,7,0.005390
13,3000,7,0.005581
13,3500,4,0.005636
13,4000,3,0.005790
13,4500,0,0.006103
13,5000,0,0.006255
13,5500,0,0.006253
13,6000,0,0.006249
13,6500,0,0.006249
13,7000,0,0.006249
13,7500,0,0.006241
13,8000,0,0.006238
13,8500,0,0.006225
13,9000,0,0.006222
13,9500,0,0.006311
14,0,34,0.006551
14,500,19,0.006173
14,1000,19,0.005979
14,1500,18,0.006319
14,2000,12,0.006614
14,2500,9,0.006580
14,3000,9,0.006456
14,3500,7,0.006766
14,4000,7,0.006751
14,4500,4,0.007025
14,5000,4,0.006917
14,5500,4,0.006913
14,6000,4,0.006922
14,6500,4,0.006922
14,7000,4,0.006918
14,7500,4,0.006915
14,8000,4,0.006911
14,8500,4,0.006977
14,9000,4,0.007003
14,9500,3,0.007031
15,0,27,0.004512
15,500,7,0.005493
15,1000,2,0.005700
15,1500,2,0.005792
15,2000,0,0.006199
15,2500,0,0.006320
15,3000,0,0.006309
15,3500,1,0.006392
15,4000,1,0.006366
15,4500,0,0.006569
15,5000,1,0.006452
15,5500,1,0.006496
15,6000,1,0.006485
15,6500,1,0.006416
15,7000,1,0.006401
15,7500,1,0.006394
15,8000,1,0.006374
15,8500,1,0.006360
15,9000,1,0.006286
15,9500,1,0.006234
16,0,91,0.005400
16,500,74,0.004848
16,1000,42,0.004714
16,1500,31,0.004931
16,2000,23,0.005151
16,2500,19,0.005663
16,3000,18,0.005668
16,3500,16,0.005932
16,4000,13,0.005857
16,4500,13,0.005610
16,5000,16,0.005526
17,0,96,0.005183
17,500,82,0.004768
17,1000,35,0.005168
17,1500,23,0.005285
17,2000,19,0.005441
17,2500,18,0.005567
17,3000,16,0.005484
17,3500,13,0.005737
17,4000,13,0.005378
17,4500,15,0.005471
18,0,97,0.005002
18,500,94,0.005788
18,1000,60,0.004937
18,1500,40,0.005106
18,2000,24,0.005399
18,2500,21,0.005639
18,3000,20,0.005772
18,3500,15,0.005876
18,4000,14,0.005680
18,4500,18,0.005491
19,0,55,0.004758
19,500,35,0.005058
19,1000,7,0.005024
19,1500,7,0.005136
19,2000,3,0.005193
19,2500,3,0.005160
19,3000,3,0.005116
19,3500,3,0.005118
19,4000,3,0.005091
19,4500,3,0.005043
19,5000,4,0.005122
19,5500,4,0.005157
19,6000,4,0.005156
20,0,49,0.004672
20,500,30,0.004931
20,1000,8,0.004950
20,1500,5,0.005057
20,2000,5,0.005157
20,2500,1,0.005082
20,3000,2,0.005066
20,3500,2,0.005051
20,4000,2,0.005042
20,4500,2,0.005054
20,5000,2,0.005048
20,5500,2,0.005025
20,6000,2,0.005021
20,6500,2,0.005007
21,0,53,0.004741
21,500,40,0.004890
21,1000,7,0.005028
21,1500,5,0.005081
21,2000,3,0.005234
21,2500,1,0.005163
21,3000,1,0.005151
21,3500,1,0.005124
21,4000,1,0.005107
21,4500,1,0.005064
21,5000,1,0.005057
21,5500,1,0.005036
21,6000,1,0.005091
21,6500,1,0.005073
22,0,33,0.003669
22,500,27,0.003743
22,1000,18,0.004292
22,1500,16,0.004603
22,2000,18,0.004484
22,2500,18,0.004432
22,3000,28,0.004493
22,3500,22,0.004770
22,4000,20,0.004958
22,4500,19,0.004711
22,5000,18,0.004674
22,5500,19,0.004727
22,6000,20,0.004865
22,6500,20,0.005003
22,7000,19,0.004948
22,7500,20,0.004749
22,8000,21,0.004881
22,8500,23,0.004747
22,9000,21,0.004755
22,9500,22,0.004693
22,10000,21,0.004670
22,10500,20,0.004679
22,11000,20,0.004667
22,11500,20,0.004665
22,12000,20,0.004642
22,12500,20,0.004676
22,13000,19,0.004666
22,13500,18,0.004767
22,14000,18,0.004808
22,14500,18,0.004800
22,15000,19,0.004786
22,15500,19,0.004744
22,16000,19,0.004746
22,16500,19,0.004728
22,17000,19,0.004771
22,17500,19,0.004739
22,18000,19,0.004702
22,18500,19,0.004856
23,0,48,0.003585
23,500,38,0.003633
23,1000,21,0.004248
23,1500,17,0.004511
23,2000,18,0.004413
23,2500,29,0.004488
23,3000,27,0.004756
23,3500,29,0.005008
23,4000,23,0.004712
23,4500,23,0.004630
23,5000,26,0.004714
23,5500,29,0.004756
23,6000,31,0.004962
23,6500,26,0.004803
23,7000,22,0.004691
23,7500,21,0.004546
23,8000,20,0.004445
23,8500,24,0.004402
23,9000,26,0.004428
23,9500,23,0.004412
23,10000,20,0.004457
23,10500,20,0.004451
23,11000,18,0.004408
23,11500,18,0.004452
23,12000,18,0.004420
23,12500,19,0.004373
23,13000,18,0.004335
23,13500,18,0.004374
23,14000,18,0.004427
23,14500,19,0.004396
23,15000,18,0.004354
23,15500,19,0.004316
23,16000,19,0.004388
23,16500,18,0.004474
23,17000,19,0.004556
23,17500,19,0.004576
23,18000,19,0.004549
23,18500,18,0.004564
23,19000,18,0.004615
23,19500,18,0.004633
23,20000,18,0.004608
23,20500,18,0.004576
23,21000,18,0.004599
23,21500,18,0.004643
23,22000,18,0.004629
23,22500,18,0.004618
23,23000,18,0.004584
23,23500,18,0.004639
23,24000,18,0.004716
23,24500,18,0.004698
23,25000,18,0.004673
23,25500,18,0.004663
23,26000,18,0.004669
23,26500,18,0.004673
23,27000,18,0.004641
24,0,28,0.003711
24,500,23,0.003787
24,1000,18,0.004330
24,1500,31,0.004477
24,2000,28,0.004458
24,2500,39,0.004284
24,3000,32,0.004440
24,3500,26,0.004818
24,4000,23,0.004807
24,4500,20,0.004566
24,5000,19,0.004535
24,5500,25,0.004550
24,6000,22,0.004651
24,6500,24,0.004862
24,7000,21,0.004705
24,7500,19,0.004697
24,8000,19,0.004577
24,8500,19,0.004517
24,9000,20,0.004428
24,9500,20,0.004417
24,10000,20,0.004363
24,10500,19,0.004297
24,11000,19,0.004301
24,11500,19,0.004340
24,12000,19,0.004305
24,12500,19,0.004297
24,13000,19,0.004278
24,13500,19,0.004269
24,14000,19,0.004302
24,14500,19,0.004353
24,15000,19,0.004371
24,15500,19,0.004313
24,16000,19,0.004324
24,16500,19,0.004308
24,17000,19,0.004336
24,17500,19,0.004347
24,18000,19,0.004337
24,18500,19,0.004401
24,19000,19,0.004411
24,19500,19,0.004431
24,20000,19,0.004414
24,20500,19,0.004392
24,21000,19,0.004377
